name,published_at,status,url,validity,valid_from,valid_to,epoch_valid_from,epoch_valid_to,recently_added,address,latitude,longitude
"Albert-Schweitzer-Schule, Förderzentrum der Stadt Leipzig, in Leipzig",2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Albert_Schweitzer_Schule_Leipzig.pdf,09.12.2021 bis 10.12.2021,2021-12-09 00:00:00,2021-12-10 00:00:00,1639008000,1639094400.0,False,"An d. Märchenwiese 3, 04277 Leipzig, Deutschland",51.3057386,12.39306
Förderzentrum mit dem Förderschwerpunkt Sprache „Käthe Kollwitz“ in Leipzig,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Foerderzentrum_Sprache_Kaethe_Kollwitz_Leipzig.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Karl-Vogel-Straße 17-19, 04318 Leipzig, Deutschland",51.3400645,12.4126708
Kurt- Biedermann-Schule - Förderzentrum mit dem Förderschwerpunkt emotionale und soziale Entwicklung der Stadt Leipzig - in Leipzig,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Kurt_Biedermann_Schule.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Garskestraße 19, 04205 Leipzig, Deutschland",51.3264125,12.2874286
Geschwister-Scholl-Schule Liebertwolkwitz - Oberschule der Stadt Leipzig in Leipzig,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_Scholl_OS_Liebertwolkwitz.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Am Angerteich 2, 04288 Leipzig, Deutschland",51.28447490000001,12.4605108
Kurt-Biedermann-Schule – Förderzentrum mit dem Förderschwerpunkt emotionale und soziale Entwicklung der Stadt Leipzig in Leipzig,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_FS_Biedermann_Leipzig.pdf,08.12.2021 bis 15.12.2021,2021-12-08 00:00:00,2021-12-15 00:00:00,1638921600,1639526400.0,False,"Garskestraße 19, 04205 Leipzig, Deutschland",51.3264125,12.2874286
Gymnasium Engelsdorf in Leipzig,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_GY_Engelsdorf.pdf,08.12.2021 bis 15.12.2021,2021-12-08 00:00:00,2021-12-15 00:00:00,1638921600,1639526400.0,False,"Arthur-Winkler-Straße 6, 04319 Leipzig, Deutschland",51.3351465,12.4811229
August-Hermann-Francke-Grundschule Leipzig in Leipzig,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_August_Hermann_Francke_GS.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Puschstraße 9, 04103 Leipzig, Deutschland",51.3166746,12.400099
Geschwister-Scholl-Grundschule in Leipzig,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Geschwister_Scholl_Schule.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Elsbethstraße 3-1, 04155 Leipzig, Deutschland",51.3627739,12.3689911
Schule Connewitz – Grundschule der Stadt Leipzig in Leipzig,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Connewitz.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Zwenkauer Str. 35, 04277 Leipzig, Deutschland",51.30507,12.38358
"Schule Wiederitzsch, Grundschule der Stadt Leipzig in Leipzig",2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Wiederitzsch.pdf,07.12.2021 bis 14.12.2021,2021-12-07 00:00:00,2021-12-14 00:00:00,1638835200,1639440000.0,False,"Messe-Allee 21, 04158 Leipzig, Deutschland",51.3933505,12.3788671
"91. Schule, Grundschule der Stadt Leipzig, in Leipzig",2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_91_GS_Leipzig.pdf,04.12.2021 bis 14.12.2021,2021-12-04 00:00:00,2021-12-14 00:00:00,1638576000,1639440000.0,False,"Uranusstraße 1, 04205 Leipzig, Deutschland",51.3210209,12.2756144
Franz-Mehring-Schule – Grundschule der Stadt Leipzig in Leipzig,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Franz_Mehring_GS_Leipzig.pdf,06.12.2021 bis 15.12.2021,2021-12-06 00:00:00,2021-12-15 00:00:00,1638748800,1639526400.0,False,"Gletschersteinstraße 9, 04299 Leipzig, Deutschland",51.31636,12.42544
Gustav-Hertz-Schule - Gymnasium der Stadt Leipzig in Leipzig,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_G_Hertz_GY_Leipzig.pdf,06.12.2021 bis 10.12.2021,2021-12-06 00:00:00,2021-12-10 00:00:00,1638748800,1639094400.0,False,"Dachsstraße 5, 04329 Leipzig, Deutschland",51.3577404,12.4688365
Gymnasium Engelsdorf in Leipzig,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_GY_Engelsdorf.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Arthur-Winkler-Straße 6, 04319 Leipzig, Deutschland",51.3351465,12.4811229
Kurt-Biedermann-Schule - Förderzentrum mit dem Förderschwerpunkt emotionale und soziale Entwicklung der Stadt Leipzig in Leipzig,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Kurt_Biedermann_Schule_Leipzig.pdf,04.12.2021 bis 15.12.2021,2021-12-04 00:00:00,2021-12-15 00:00:00,1638576000,1639526400.0,False,"Garskestraße 19, 04205 Leipzig, Deutschland",51.3264125,12.2874286
Joachim Ringelnatz-Schule – Grundschule der Stadt Leipzig in Leipzig,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Ringelnatz_GS_Leipzig.pdf,06.12.2021 bis 15.12.2021,2021-12-06 00:00:00,2021-12-15 00:00:00,1638748800,1639526400.0,False,"Grünauer Allee 35, 04209 Leipzig, Deutschland",51.3195088,12.3042618
Schule am Grünen Gleis – Grundschule der Stadt Leipzig in Leipzig,2021-12-03,Widerruf zur befristeten vollständigen Schließung,https://www.smk.sachsen.de/ppdf/2021_12_03_Widerruf_Gruener_Gleis.pdf,05.12.2021,2021-12-05 00:00:00,2021-12-05 00:00:00,1638662400,1638662400.0,False,"Baumannstraße 13, 04229 Leipzig, Deutschland",51.3179037,12.3237382
"91. Schule, Grundschule der Stadt Leipzig, in Leipzig",2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_91_GS_Leipzig.pdf,03.12.2021 bis 13.12.2021,2021-12-03 00:00:00,2021-12-13 00:00:00,1638489600,1639353600.0,False,"Uranusstraße 1, 04205 Leipzig, Deutschland",51.3210209,12.2756144
Christoph-Arnold-Schule - Grundschule der Stadt Leipzig in Leipzig,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Christoph_Arnold_Schule_Grundschule_Leipzig.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Gaswerksweg 1, 04319 Leipzig, Deutschland",51.34063,12.48812
Pablo-Neruda-Schule – Grundschule der Stadt Leipzig in Leipzig,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Pablo_Neruda_GS_Leipzig.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Tarostraße 6, 04103 Leipzig, Deutschland",51.3259512,12.3851004
"Förderzentrum mit dem Förderschwerpunkt Sprache ""Käthe Kollwitz"" in Leipzig",2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Foerderzentrum _Kaethe_Kollwitz_Leipzig.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Karl-Vogel-Straße 17-19, 04318 Leipzig, Deutschland",51.3400645,12.4126708
Heinrich-Mann-Schule - Grundschule der Stadt Leipzig in Leipzig,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_01_GS_Heinrich_Mann_Leipzig.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Franzosenallee 21, 04289 Leipzig, Deutschland",51.3020986,12.4361014
"Schule Grünau, Förderzentrum mit dem Förderschwerpunkt Lernen der Stadt Leipzig in Leipzig",2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_Schule_Gruenau_FS_Leipzig.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Miltitzer Weg 1, 04205 Leipzig, Deutschland",51.32149560000001,12.2655266
August-Hermann-Francke-Grundschule Leipzig in Leipzig,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_August_Hermann_Francke_GS_Leipzig.pdf,01.12.2021 bis 08.12.2021,2021-12-01 00:00:00,2021-12-08 00:00:00,1638316800,1638921600.0,False,"Puschstraße 9, 04103 Leipzig, Deutschland",51.3166746,12.400099
"Adolph-Diesterweg-Schule, Förderzentrum mit dem Förderschwerpunkt Lernen der Stadt Leipzig in Leipzig",2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_Adolph_Diesterweg_Schule.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Portitzer Str. 1, 04318 Leipzig, Deutschland",51.34432700000001,12.4253548
"Schule Wiederitzsch, Grundschule der Stadt Leipzig in Leipzig",2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_Schule_Wiederitzsch_Leipzig.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Messe-Allee 21, 04158 Leipzig, Deutschland",51.3933505,12.3788671
78. Schule - Grundschule der Stadt Leipzig in Leipzig,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_78_GS_Leipzig.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"An d. Kotsche 41, 04207 Leipzig, Deutschland",51.31239309999999,12.2629575
Leibnizschule – Gymnasium der Stadt Leipzig in Leipzig,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_Leibnizschule_Gymnasium_Leipzig.pdf,01.12.2021 bis 08.12.2021,2021-12-01 00:00:00,2021-12-08 00:00:00,1638316800,1638921600.0,False,"Nordpl. 13, 04105 Leipzig, Deutschland",51.35217429999999,12.3750167
"Förderzentrum mit dem Förderschwerpunkt Sprache ""Käthe Kollwitz"" in Leipzig",2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_FZ_Kaethe_Kollwitz.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Karl-Vogel-Straße 17-19, 04318 Leipzig, Deutschland",51.3400645,12.4126708
"Schule Thonberg - Schule mit dem Förderschwerpunkt geistige Entwicklung der Stadt Leipzig, in Leipzig",2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_Schule_Thonberg_Leipzig.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Curiestraße 3, 04103 Leipzig, Deutschland",51.3218015,12.3987072
Schule Grünau - Förderzentrum mit dem Förderschwerpunkt Lernen der Stadt Leipzig in Leipzig,2021-11-25,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_25_FZ_Lernen_Gruenau_Leipzig.pdf,29.11.2021 bis 10.12.2021,2021-11-29 00:00:00,2021-12-10 00:00:00,1638144000,1639094400.0,False,"Miltitzer Weg 1, 04205 Leipzig, Deutschland",51.32149560000001,12.2655266
Theodor-Körner-Schule - Grundschule der Stadt Leipzig in Leipzig,2021-11-25,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_25_Theodor_Koerner_Schule_Leipzig.pdf,26.11.2021 bis 09.12.2021,2021-11-26 00:00:00,2021-12-09 00:00:00,1637884800,1639008000.0,False,"Schlehenweg 32, 04329 Leipzig, Deutschland",51.3528967,12.464912
"Adolph-Diesterweg-Schule, Förderzentrum mit dem Förderschwerpunkt Lernen der Stadt Leipzig, in Leipzig",2021-11-24,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_24_Adolph_Diesterweg_Schule.pdf,26.11.2021 bis 10.12.2021,2021-11-26 00:00:00,2021-12-10 00:00:00,1637884800,1639094400.0,False,"Portitzer Str. 1, 04318 Leipzig, Deutschland",51.34432700000001,12.4253548
Schule am Grünen Gleis - Grundschule der Stadt Leipzig in Leipzig OT Kleinzschocher,2021-11-24,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_24_GS_am_Gruenen_Gleis_Leipzig.pdf,27.11.2021 bis 10.12.2021,2021-11-27 00:00:00,2021-12-10 00:00:00,1637971200,1639094400.0,False,"Baumannstraße 13, 04229 Leipzig, Deutschland",51.3179037,12.3237382
Schiller-Gymnasium Bautzen,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Schillergym_Bautzen.pdf,11.12.2021 bis 22.12.2021,2021-12-11 00:00:00,2021-12-22 00:00:00,1639180800,1640131200.0,True,"Schilleranlagen 2, 02625 Bautzen, Deutschland",51.17654,14.4250356
Bewegte Grundschule Hermsdorf in Ottendorf-Okrilla,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GS_Hermsdorf.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800,1639699200.0,True,"Else-Sommer-Straße 5, 01458 Ottendorf-Okrilla, Deutschland",51.1679913,13.8230527
Grundschule „Geschwister Scholl“ Goldbach in Bischofswerda,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GS_Geschwister_Scholl_Goldbach.pdf,13.12.2021 bis 22.12.2021,2021-12-13 00:00:00,2021-12-22 00:00:00,1639353600,1640131200.0,True,"Goldbacher Str. 26, 01877 Bischofswerda, Deutschland",51.120544,14.1423758
Grundschule Kirschau in Schirgiswalde-Kirschau,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Grundschule_Kirschau.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800,1639699200.0,True,"02861, Bautzener Str. 69, 02681 Schirgiswalde-Kirschau, Deutschland",51.0915396,14.4277099
Dr.-Salvador-Allende-Oberschule Bautzen,2021-12-09,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_Allende_OS_Bautzen.pdf,10.12.2021 bis 21.12.2021,2021-12-10 00:00:00,2021-12-21 00:00:00,1639094400,1640044800.0,False,"Dr.-Salvador-Allende-Straße 52, 02625 Bautzen, Deutschland",51.1762548,14.4480425
Grundschule Radeberg-Stadtmitte in Radeberg,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_Grundschule_Radeberg_Stadtmitte.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Schulstraße 1, 01454 Radeberg, Deutschland",51.1171283,13.9192168
"Grundschule ""Hans Coppi"" Lauta",2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_GS_Hans_Coppi_Lauta.pdf,10.12.2021 bis 22.12.2021,2021-12-10 00:00:00,2021-12-22 00:00:00,1639094400,1640131200.0,False,"Hans-Sachs-Straße 20, 02991 Lauta, Deutschland",51.4430018,14.0845949
Sorbische Grundschule Bautzen,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Sorbische_GS_Bautzen.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Hornigstraße 34, 01920 Crostwitz, Deutschland",51.238045,14.2495257
Förderzentrum „Am Schützenplatz“ Bautzen – Schule mit den Förderschwerpunkten Lernen und emotionale und soziale Entwicklung in Bautzen,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Foerderzentrum_Bautzen.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Am Schützenpl. 6, 02625 Bautzen, Deutschland",51.18595,14.42508
Grundschule am Knappensee in Lohsa OT Groß Särchen,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_GS_Am_Knappensee.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Koblenzer Str. 11, 02999 Lohsa, Deutschland",51.3704553,14.3133159
Dr.-Salvador-Allende Oberschule Bautzen,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Allende_OS_Bautzen.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Dr.-Salvador-Allende-Straße 52, 02625 Bautzen, Deutschland",51.1762548,14.4480425
Frédéric-Joliot-Curie-Grundschule Bautzen,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_GS_Curie_Bautzen.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Frederic-Joliot-Curie-Straße 65, 02625 Bautzen, Deutschland",51.19004,14.44518
Humboldt-Gymnasium Radeberg,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Humboldt_GYM_Radeberg.pdf,08.12.2021 bis 14.12.2021,2021-12-08 00:00:00,2021-12-14 00:00:00,1638921600,1639440000.0,False,"Freudenberg 9, 01454 Radeberg, Deutschland",51.115981,13.9198346
Dr.-Gregor-Mättig-Grundschule in Bautzen,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Dr_Gregor_Maettig_Grundschule_Bautzen.pdf,07.12.2021 bis 21.12.2021,2021-12-07 00:00:00,2021-12-21 00:00:00,1638835200,1640044800.0,False,"Mättigstraße 29, 02625 Bautzen, Deutschland",51.1775257,14.4377223
Johann-Gottlieb-Fichte-Grundschule Bautzen,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Fichte_GS_BZ.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Fichteschulweg 5, 02625 Bautzen, Deutschland",51.18542,14.41423
Bewegte Grundschule Hermsdorf in Ottendorf-Okrilla,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Hermsdorf.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Else-Sommer-Straße 5, 01458 Ottendorf-Okrilla, Deutschland",51.1679913,13.8230527
"Grundschule ""Hans Coppi"" Lauta",2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Lauta.pdf,07.12.2021 bis 13.12.2021,2021-12-07 00:00:00,2021-12-13 00:00:00,1638835200,1639353600.0,False,"Hans-Sachs-Straße 20, 02991 Lauta, Deutschland",51.4430018,14.0845949
Grundschule Königswartha in Königswartha,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Grundschule_Koenigswartha.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Nordstraße 5, 02699 Königswartha, Deutschland",51.3140337,14.3298463
Grundschule Wehrsdorf in Sohland an der Spree,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_GS_Wehrsdorf.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"August-Matthes-Weg 25, 02689 Sohland an der Spree, Deutschland",51.0556701,14.38312
Dr.-Salvador-Allende-Oberschule Bautzen in Bautzen,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Dr_Salvador_Allende_OS.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Dr.-Salvador-Allende-Straße 52, 02625 Bautzen, Deutschland",51.1762548,14.4480425
Frèdèric-Joliot-Curie-Grundschule Bautzen in Bautzen,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_F_J_Curie_GS_Bautzen.pdf,06.12.2021 bis 14.12.2021,2021-12-06 00:00:00,2021-12-14 00:00:00,1638748800,1639440000.0,False,"Frederic-Joliot-Curie-Straße 65, 02625 Bautzen, Deutschland",51.19004,14.44518
"Freie Schule Weißenberg, Oberschule, in Weißenberg",2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Freie_Schule_Weissenberg.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Reichenbacher Str. 2, 02627 Weißenberg, Deutschland",51.1955665,14.6645459
"Grundschule ""Otto Garten"" Elstra in Elstra",2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Grundschule _Otto_Garten_ Elstra.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Schulstraße 1, 01920 Elstra, Deutschland",51.2209322,14.132247
Grundschule Radeberg Stadtmitte in Radeberg,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_GS_Radeberg_Stadtmitte.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Schulstraße 1, 01454 Radeberg, Deutschland",51.1171283,13.9192168
"Dr.-Alwin-Schade-Schule, Grundschule Putzkau in Schmölln-Putzkau",2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_Dr_Alwin_Schade_Schule.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Zittauer Str. 21, 01877 Schmölln-Putzkau, Deutschland",51.09997,14.24051
"Grundschule ""Otto Garten"" Elstra in Elstra",2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_GS_Elstra.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Schulstraße 1, 01920 Elstra, Deutschland",51.2209322,14.132247
Max-Militzer-Grundschule Bautzen in Bautzen,2021-11-30,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_Max_Militzer_GS_Bautzen.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Hanns-Eisler-Straße 10, 02625 Bautzen, Deutschland",51.1741798,14.4515437
Grundschule Ottendorf-Okrilla in Ottendorf-Okrilla,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_GS_Ottendorf_Okrilla.pdf,01.12.2021 bis 08.12.2021,2021-12-01 00:00:00,2021-12-08 00:00:00,1638316800,1638921600.0,False,"Radeburger Str. 23A, 01458 Ottendorf-Okrilla, Deutschland",51.1834542,13.8249274
Grundschule Liegau-Augustusbad in Radeberg,2021-11-30,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_GS_LiegauAug.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Rödertalstraße 63, 01454 Radeberg, Deutschland",51.1366417,13.8996363
Gotthold-Ephraim-Lessing-Gymnasiums Kamenz in Kamenz,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_Lessing_Gymnasium_Kamenz.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Macherstraße 146, 01917 Kamenz, Deutschland",51.2899953,14.1143767
Dr.-Salvador-Allende-Oberschule Bautzen in Bautzen,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_Dr_Salvador_Allende_Oberschule_Bautzen.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Dr.-Salvador-Allende-Straße 52, 02625 Bautzen, Deutschland",51.1762548,14.4480425
Gottlieb-Daimler-Oberschule Bautzen in Bautzen,2021-11-24,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_24_G_Daimler_Oberschule_Bautzen.pdf,29.11.2021 bis 10.12.2021,2021-11-29 00:00:00,2021-12-10 00:00:00,1638144000,1639094400.0,False,"Daimlerstraße 6, 02625 Bautzen, Deutschland",51.1780317,14.4084236
Erzgebirgskolleg in Breitenbrunn,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Erzgebirgskolleg.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800,1639699200.0,True,"Schachtstraße 128, 08359 Breitenbrunn/Erzgebirge, Deutschland",50.4791005,12.748581
Pestalozzischule-Grundschule in Schneeberg,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_Pestalozzischule_Grundschule.pdf,11.12.2021 bis 22.12.2021,2021-12-11 00:00:00,2021-12-22 00:00:00,1639180800,1640131200.0,True,"Karlsbader Str. 71, 08289 Schneeberg, Deutschland",50.5821925,12.6350587
Oberschule am Steegenwald in Lugau,2021-12-09,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_12_09_OS_am_Steegenwald.pdf,13.12.2021 bis 17.12.2021,2021-12-13 00:00:00,2021-12-17 00:00:00,1639353600,1639699200.0,False,"Sallauminer Str. 88, 09385 Lugau/Erzgeb., Deutschland",50.74003219999999,12.7506873
Altstadtschule Stollberg in Stollberg/Erzgebirge,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_Altstadtschule_Stollberg.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"An d. Schule 1, 09366 Stollberg/Erzgeb., Deutschland",50.7067088,12.7794617
