name,published_at,status,url,validity,valid_from,valid_to,epoch_valid_from,epoch_valid_to,recently_added,address,latitude,longitude
Heinrich-von-Trebra-Oberschule Marienberg,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_Trebra_OS_Marienberg.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Silberallee 20, 09496 Marienberg, Deutschland",50.645685,13.1547225
Grundschule Auerhammer in Aue,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_GS_Auerhammer_Aue.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Gutsweg 2, 08280 Aue-Bad Schlema, Deutschland",50.5842548,12.6774298
Evangelische Schulgemeinschaft Erzgebirge in Annaberg-Buchholz,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_Evangelische_Schulgemeinschaft_Erzgebirge.pdf,09.12.2021 bis 15.12.2021,2021-12-09 00:00:00,2021-12-15 00:00:00,1639008000,1639526400.0,False,"Str. d. Freundschaft 11, 09456 Annaberg-Buchholz, Deutschland",50.5856662,13.0074843
Grundschule Venusberg in Drebach,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_GS_Venusberg.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Hauptstraße 53, 09430 Drebach, Deutschland",50.6984715,13.0182258
Oberschule Lößnitz,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_OS_Loessnitz.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Obergraben 29, 08294 Lößnitz, Deutschland",50.6224713,12.731545
Grundschule Großrückerswalde,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_GS_Grossrueckerswalde.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Marienberger Str. 38, 09518 Großrückerswalde, Deutschland",50.6269675,13.1109445
Pestalozzischule-Grundschule in Schneeberg,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_Pestalozzi_GS_Schneeberg.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Karlsbader Str. 71, 08289 Schneeberg, Deutschland",50.5821925,12.6350587
Johann Heinrich Pestalozzi Oberschule in Annaberg-Buchholz,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_OS_Pestalozzi_Annaberg_Buchholz.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Schlettauer Str. 7, 09456 Annaberg-Buchholz, Deutschland",50.5670216,12.995113
Jenaplanschule in Markersbach,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Jenaplanschule_Markersbach.pdf,07.12.2021 bis 14.12.2021,2021-12-07 00:00:00,2021-12-14 00:00:00,1638835200,1639440000.0,False,"Annaberger Str. 86, 08352 Raschau-Markersbach, Deutschland",50.5325358,12.872186
Geschwister-Scholl-Oberschule Schönheide,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Geschwister_Scholl_OS_Schoenheide.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Hauptstraße 70, 08304 Schönheide, Deutschland",50.5025776,12.5313503
Grundschule „An den Greifensteinen“ in Ehrenfriedersdorf,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_an_den_Greifensteinen.pdf,07.12.2021 bis 14.12.2021,2021-12-07 00:00:00,2021-12-14 00:00:00,1638835200,1639440000.0,False,"Greifensteinstraße 46, 09427 Ehrenfriedersdorf, Deutschland",50.6509216,12.928947
Gymnasium Zschopau in Zschopau,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Gymnasium_Zschopau.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Gartenstraße 5, 09405 Zschopau, Deutschland",50.7460561,13.0720061
"Grundschule ""Hans Marchwitza"" Schneeberg",2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Hans_Marchwitza_Schneeberg.pdf,07.12.2021 bis 12.12.2021,2021-12-07 00:00:00,2021-12-12 00:00:00,1638835200,1639267200.0,False,"Georgius-Agricola-Straße 4, 08289 Schneeberg, Deutschland",50.60317999999999,12.63518
Grundschule „David Rebentrost“ in Drebach,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Drebach.pdf,07.12.2021 bis 14.12.2021,2021-12-07 00:00:00,2021-12-14 00:00:00,1638835200,1639440000.0,False,"Str. d. Jugend 11, 09430 Drebach, Deutschland",50.6752968,13.0143226
"Bildungszentrum Adam Ries, Oberschule in Annaberg-Buchholz",2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_OS_Adam_Ries_Annaberg.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Oberer Kirchpl. 1, 09456 Annaberg-Buchholz, Deutschland",50.5783405,13.0057991
"Berufliches Schulzentrum für Gesundheit, Technik und Wirtschaft des Erzgebirgskreises „Erdmann Kirches“ in Oelsnitz",2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_BSZ_des_Erzgebirgskreises.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Oelsnitz/Erzgebirge, Deutschland",50.7254764,12.6992796
Landschulzentrum Neukirchen-Grundschule in Neukirchen,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_Landschulzentrum_Grundschule.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Hauptstraße 176, 09221 Neukirchen/Erzgebirge, Deutschland",50.78462500000001,12.8515732
"Berufliches Schulzentrum für Ernährung, Technik und Wirtschaft des Erzgebirgskreises in Annaberg-Buchholz",2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_BSZ_ETW_AnnabergB.pdf,06.12.2021 bis 10.12.2021,2021-12-06 00:00:00,2021-12-10 00:00:00,1638748800,1639094400.0,False,"Bärensteiner Str. 2, 09456 Annaberg-Buchholz, Deutschland",50.5727773,13.0020873
Grundschule „Johann Wolfgang von Goethe“ Olbernhau in Olbernhau,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_Grundschule_J_W_v_Goethe.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Grünthaler Str. 14, 09526 Olbernhau, Deutschland",50.66049,13.33794
Oberschule Aue-Zelle in Aue-Bad Schlema,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_OS_Aue_Zelle.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Agricolastraße 5, 08280 Aue-Bad Schlema, Deutschland",50.59332999999999,12.70492
Pestalozzischule-Grundschule in Schneeberg,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Pestalozzi_GS_Schneeberg.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Karlsbader Str. 71, 08289 Schneeberg, Deutschland",50.5821925,12.6350587
Evangelischen Oberschule Burkhardtsdorf in Burkhardtsdorf,2021-12-02,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_OS_Burkhardtsdorf.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Am Markt 15, 09235 Burkhardtsdorf, Deutschland",50.7353965,12.9212838
Oberschule „August Bebel“ Zschopau in Zschopau,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_OS_August_Bebel_Zschopau.pdf,02.12.2021 bis 15.12.2021,2021-12-02 00:00:00,2021-12-15 00:00:00,1638403200,1639526400.0,False,"Neckarsulmer Ring 17, 09405 Zschopau, Deutschland",50.75532399999999,13.0670389
Oberschule Aue-Zelle in Aue-Bad Schlema,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_OS_Aue_Zelle.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Agricolastraße 5, 08280 Aue-Bad Schlema, Deutschland",50.59332999999999,12.70492
Grundschule „Johann Wolfgang von Goethe“ Zwönitz in Zwönitz,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_Goethe_GS_Zwoenitz.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Matthes-Enderlein-Straße 1, 08297 Zwönitz, Deutschland",50.6336144,12.8080428
Oberschule „Katharina Peters“ Zwönitz in Zwönitz,2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_30_K_Peters_OS_Zwoenitz.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Heinrich-Heine-Straße 11, 08297 Zwönitz, Deutschland",50.6280813,12.8142513
Wildrosen-Grundschule Dörnthal in Olbernhau,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_Wildrosen_GS.pdf,30.11.2021 bis 09.12.2021,2021-11-30 00:00:00,2021-12-09 00:00:00,1638230400,1639008000.0,False,"Schulstraße 4, 09526 Olbernhau, Deutschland",50.7332697,13.3365716
Grundschule Gornau in Gornau/Erzgeb.,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_Grundschule_Gornau.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"An d. Schule 8, 09405 Gornau/Erzgeb., Deutschland",50.76015,13.04028
Oberschule „August Bebel“ in Zschopau,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_OS_Zschopau.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Neckarsulmer Ring 17, 09405 Zschopau, Deutschland",50.75532399999999,13.0670389
Turley-Oberschule Oelsnitz in Oelsnitz/Erzgeb.,2021-11-29,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_Turley_OS_Oelsnitz.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Turleyring 37, 09376 Oelsnitz/Erzgebirge, Deutschland",50.7245879,12.7246893
Grundschule Crottendorf in Crottendorf,2021-11-26,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_26_Grundschule_Crottendorf.pdf,27.11.2021 bis 08.12.2021,2021-11-27 00:00:00,2021-12-08 00:00:00,1637971200,1638921600.0,False,"Annaberger Str. 266, 09474 Crottendorf, Deutschland",50.5056178,12.9376153
Grundschule Innenstadt am Fischmarkt in Görlitz,2021-12-10,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GS_Innenstadt_Goerlitz.pdf,11.12.2021 bis 22.12.2021,2021-12-11 00:00:00,2021-12-22 00:00:00,1639180800,1640131200.0,True,"Fischmarkt 11-12, 02826 Görlitz, Deutschland",51.155181,14.9901433
Oberschule „Geschwister Scholl“ in Krauschwitz,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_OS_Geschwister_Scholl_Krauschwitz.pdf,13.12.2021 bis 17.12.2021,2021-12-13 00:00:00,2021-12-17 00:00:00,1639353600,1639699200.0,True,"Geschwister-Scholl-Straße 99, 02957 Krauschwitz, Deutschland",51.52117,14.70717
Diesterwegschule Görlitz,2021-12-09,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_Dieserweg_GS_Goerlitz.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Paul-Taubadel-Straße 3, 02827 Görlitz, Deutschland",51.1436192,14.9448157
Wilhelm-Busch-Grundschule in Zittau,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Wilhelm_Busch_GS_Zittau.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Schliebenstraße 19, 02763 Zittau, Deutschland",50.8892149,14.8079598
Oberschule Innenstadt Görlitz,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_OS_Innenstadt_Goerlitz.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Elisabethstraße 13, 02826 Görlitz, Deutschland",51.1544246,14.9897928
Grundschule Kittlitz in Löbau,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_GS_Kittlitz.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Lauchaer Str. 1a, 02708 Löbau, Deutschland",51.1307087,14.6754495
Nikolaischule Görlitz in Görlitz,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Nikolaischule_Goerlitz.pdf,03.12.2021 bis 10.12.2021,2021-12-03 00:00:00,2021-12-10 00:00:00,1638489600,1639094400.0,False,"Große Wallstraße 19, 02826 Görlitz, Deutschland",51.1593454,14.9885209
Grundschule Bertsdorf in Bertsdorf-Hörnitz,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_GS_Bertsdorf.pdf,06.12.2021 bis 15.12.2021,2021-12-06 00:00:00,2021-12-15 00:00:00,1638748800,1639526400.0,False,"Hauptstraße 115, 02763 Bertsdorf-Hörnitz, Deutschland",50.88207999999999,14.72697
Grundschule Königshufen in Görlitz,2021-11-29,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_GS_Koenigshufen.pdf,01.12.2021 bis 15.12.2021,2021-12-01 00:00:00,2021-12-15 00:00:00,1638316800,1639526400.0,False,"Windmühlenweg 6-8, 02828 Görlitz, Deutschland",51.17316,14.975251
"Gymnasium ""Am Breiten Teich"" in Borna",2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GYM_Am_Breiten_Teich.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800,1639699200.0,True,"Am Breiten Teich 4, 04552 Borna, Deutschland",51.12893,12.49633
Grundschule „Pfiffikus“ in Böhlen,2021-12-09,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_09_GS_Pfiffikus_Boehlen.pdf,10.12.2021 bis 17.12.2021,2021-12-10 00:00:00,2021-12-17 00:00:00,1639094400,1639699200.0,False,"Fröbelstraße 10, 04564 Böhlen, Deutschland",51.202081,12.3867326
Grundschule „An der Sternwarte“ in Wurzen,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_08_GS_Wurzen.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Rosa-Luxemburg-Straße 20, 04808 Wurzen, Deutschland",51.3675399,12.7485252
Grundschule Groitzsch,2021-12-08,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_Grundschule_Groitzsch.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Südstraße 7, 04539 Groitzsch, Deutschland",51.155106,12.283892
Grundschule Pegau,2021-12-08,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_08_GS_Pegau.pdf,09.12.2021 bis 17.12.2021,2021-12-09 00:00:00,2021-12-17 00:00:00,1639008000,1639699200.0,False,"Ernst-Reinsdorf-Straße 3, 04523 Pegau, Deutschland",51.1680964,12.2548341
Grundschule Mutzschen in Grimma (Mutzschen),2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_GS_Mutzschen.pdf,08.12.2021 bis 15.12.2021,2021-12-08 00:00:00,2021-12-15 00:00:00,1638921600,1639526400.0,False,"Dr.-Robert-Koch-Straße 6, 04668 Grimma, Deutschland",51.2621471,12.8891107
Grundschule Zwenkau,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Grundschule_Zwenkau.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Pestalozzistraße 17, 04442 Zwenkau, Deutschland",51.21818,12.33005
Grundschule Trebsen,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_07_GS_Trebsen.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Am Schulberg 28, 04687 Trebsen/Mulde, Deutschland",51.28619,12.7520599
Oberschule Kitzscher,2021-12-07,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_07_Oberschule_Kitzscher.pdf,08.12.2021 bis 17.12.2021,2021-12-08 00:00:00,2021-12-17 00:00:00,1638921600,1639699200.0,False,"Trageser Str. 40C, 04567 Kitzscher, Deutschland",51.16746999999999,12.55028
Grundschule Markkleeberg-West in Markkleeberg,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Markkleeberg_West.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Rathausstraße 75, 04416 Markkleeberg, Deutschland",51.27854989999999,12.3609334
Grundschule Markkleeberg Mitte in Markkleeberg,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Markkleeberg-Mitte.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Raschwitzer Str. 42, 04416 Markkleeberg, Deutschland",51.2798661,12.3766841
Grundschule Brandis,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Brandis.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Poststraße 8, 04821 Brandis, Deutschland",51.33121,12.6152264
Grundschule Neukieritzsch,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_GS_Neukieritzsch.pdf,07.12.2021 bis 17.12.2021,2021-12-07 00:00:00,2021-12-17 00:00:00,1638835200,1639699200.0,False,"Schulpl. 2, 04575 Neukieritzsch, Deutschland",51.15265729999999,12.4087142
Oberschule Brandis,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_06_OS_Brandis.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Poststraße 20, 04821 Brandis, Deutschland",51.3312627,12.6125518
"Schule „Am Bürgergarten“, Förderzentrum mit dem Förderschwerpunkt Lernen Eilenburg",2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_FS_Buergergarten_Eilenburg.pdf,07.12.2021 bis 14.12.2021,2021-12-07 00:00:00,2021-12-14 00:00:00,1638835200,1639440000.0,False,"Dr.-Belian-Straße 2, 04838 Eilenburg, Deutschland",51.4572948,12.6408785
Grundschule Groitzsch,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Grundschule_Groitzsch.pdf,07.12.2021 bis 15.12.2021,2021-12-07 00:00:00,2021-12-15 00:00:00,1638835200,1639526400.0,False,"Südstraße 7, 04539 Groitzsch, Deutschland",51.155106,12.283892
Wiprecht-Gymnasium Groitzsch,2021-12-06,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_06_Wiprecht_GY_Groitzsch.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Am Gymnasium 1, 04539 Groitzsch, Deutschland",51.1529128,12.2819987
Grundschule Hohburg in Lossatal,2021-12-03,befristet vollständig geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_GS_Hohburg_Lossatal.pdf,06.12.2021 bis 17.12.2021,2021-12-06 00:00:00,2021-12-17 00:00:00,1638748800,1639699200.0,False,"Hohburg, 04808 Lossatal, Deutschland",51.4127164,12.8042896
Grundschule Trebsen in Trebsen,2021-12-03,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_03_GS_Trebsen.pdf,07.12.2021 bis 10.12.2021,2021-12-07 00:00:00,2021-12-10 00:00:00,1638835200,1639094400.0,False,"Am Schulberg 28, 04687 Trebsen/Mulde, Deutschland",51.28619,12.7520599
Löwenzahn-Grundschule in Großpösna,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Loewenzahn_GS_Großpoesna.pdf,04.12.2021 bis 10.12.2021,2021-12-04 00:00:00,2021-12-10 00:00:00,1638576000,1639094400.0,False,"Hauptstraße 8, 04463 Großpösna, Deutschland",51.269707,12.5042639
Rudolf-Hildebrand-Schule Markkleeberg in Markkleeberg,2021-12-02,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_02_Rudolf_Hildebrand_Schule_GY_Markkleeberg.pdf,03.12.2021 bis 14.12.2021,2021-12-03 00:00:00,2021-12-14 00:00:00,1638489600,1639440000.0,False,"Mehringstraße 8, 04416 Markkleeberg, Deutschland",51.27844,12.35303
Grundschule Hohburg in Lossatal,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_12_01_GS_Hohburg.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Hohburg, 04808 Lossatal, Deutschland",51.4127164,12.8042896
Grundschule Markkleeberg-West in Markkleeberg,2021-12-01,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_01_GS_Markkleeberg_West.pdf,02.12.2021 bis 10.12.2021,2021-12-02 00:00:00,2021-12-10 00:00:00,1638403200,1639094400.0,False,"Rathausstraße 75, 04416 Markkleeberg, Deutschland",51.27854989999999,12.3609334
"Grundschule ""Wilhelm - Ostwald"" Grimma in Grimma",2021-11-30,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_30_GS_Wilhelm_Ostwald_Grimma.pdf,01.12.2021 bis 10.12.2021,2021-12-01 00:00:00,2021-12-10 00:00:00,1638316800,1639094400.0,False,"Platz d. Einheit 7, 04668 Grimma, Deutschland",51.21756999999999,12.72547
"Grundschule ""Hans Coppi"" Frankenhain in Frohburg",2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_GS_Hans_Coppi_Frankenhain.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Hauptstraße 29, 04654 Frohburg, Deutschland",51.08269869999999,12.6525504
Förderzentrum Burkartshain mit dem Förderschwerpunkt Lernen in Wurzen,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_FZ_Burkardtshain.pdf,30.11.2021 bis 12.12.2021,2021-11-30 00:00:00,2021-12-12 00:00:00,1638230400,1639267200.0,False,"Fremdiswalder Str. 2, 04808 Wurzen, Deutschland",51.32752,12.8038
Schule mit dem Förderschwerpunkt Lernen Borna in Borna,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/21_11_29_Schule_FSP_Lernen_Borna.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Luckaer Str. 16, 04552 Borna, Deutschland",51.1203367,12.4830051
"""Schule der kleinen Weltentdecker"", Grundschule Brandis in Brandis",2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_GS_Brandis.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Poststraße 8, 04821 Brandis, Deutschland",51.33121,12.6152264
Grundschule Nerchau in Grimma,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_GS_Nerchau.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Schulstraße 1, 04685 Grimma, Deutschland",51.2684671,12.7874216
Grundschule Zwenkau in Zwenkau,2021-11-29,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_29_GS_Zwenkau.pdf,30.11.2021 bis 10.12.2021,2021-11-30 00:00:00,2021-12-10 00:00:00,1638230400,1639094400.0,False,"Pestalozzistraße 17, 04442 Zwenkau, Deutschland",51.21818,12.33005
Dr.-Margarete-Blank-Grundschule Borsdorf in Borsdorf,2021-11-26,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_26_Grundschule_Borsdorf.pdf,29.11.2021 bis 10.12.2021,2021-11-29 00:00:00,2021-12-10 00:00:00,1638144000,1639094400.0,False,"Sommerfelder Str. 6, 04451 Borsdorf, Deutschland",51.3625835,12.5280016
Grundschule Bücherwurm in Grimma,2021-11-26,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_11_26_GS_Buecherwurm_Grimma.pdf,29.11.2021 bis 08.12.2021,2021-11-29 00:00:00,2021-12-08 00:00:00,1638144000,1638921600.0,False,"Vorwerkstraße 34, 04668 Grimma, Deutschland",51.23679,12.7069501
Förderzentrum mit dem Förderschwerpunkt emotionale und soziale Entwicklung in Priestewitz,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_FS_Priestewitz.pdf,13.12.2021 bis 23.12.2021,2021-12-13 00:00:00,2021-12-23 00:00:00,1639353600,1640217600.0,True,"Strießener Str. 3, 01561 Priestewitz, Deutschland",51.2550202,13.5074838
Geschwister-Scholl-Gymnasium Nossen,2021-12-10,befristet teilweise geschlossen,https://www.smk.sachsen.de/ppdf/2021_12_10_GYM_Geschister_Scholl_Nossen.pdf,11.12.2021 bis 17.12.2021,2021-12-11 00:00:00,2021-12-17 00:00:00,1639180800,1639699200.0,True,"Seminarweg 4, 01683 Nossen, Deutschland",51.05760919999999,13.309009
